premise,hypothesis,gold_label,trigger,SetID,UID,trigger_words,premise_type
"If Grace misses the train, her friend will give her a ride to school.",Grace has a friend.,E,possessive,39,type5p_possessive_39,her friend,related
"If Grace misses the train, her friend will fix her radio to school.",Grace has a friend.,E,possessive,39,type5p_possessive_39,her friend,unrelated
"If Donna finishes her report early, her colleagues will treat her to coffee.",Donna has colleagues.,E,possessive,40,type5p_possessive_40,her colleagues,related
"If Donna finishes her report early, her colleagues will polish her suitcase.",Donna has colleagues.,E,possessive,40,type5p_possessive_40,her colleagues,unrelated
"If Sandra finishes her assignment early, her colleague will take her out for coffee.",Sandra has a colleague.,E,possessive,41,type5p_possessive_41,her colleague,related
"If Sandra finishes her assignment early, her colleague will feed her cat.",Sandra has a colleague.,E,possessive,41,type5p_possessive_41,her colleague,unrelated
"If Nancy arrives early, her friend will be waiting for her at the airport.",Nancy has a friend.,E,possessive,42,type5p_possessive_42,her friend,related
"If Nancy arrives early, her friend will write her a poem at the airport.",Nancy has a friend.,E,possessive,42,type5p_possessive_42,her friend,unrelated
"If Betty's bike breaks down, her friend will drive her to the library.",Betty has a friend.,E,possessive,43,type5p_possessive_43,her friend,related
"If Betty's bike breaks down, her friend will build her a sandcastle at the library.",Betty has a friend.,E,possessive,43,type5p_possessive_43,her friend,unrelated
"If Ella finishes her exams early, her friends will take her out for a celebratory lunch.",Ella has friends.,E,possessive,44,type5p_possessive_44,her friends,related
"If Ella finishes her exams early, her friends will play her violin for lunch.",Ella has friends.,E,possessive,44,type5p_possessive_44,her friends,unrelated
"If Victoria decides to move to London, her best friend will help her find a flat.",Victoria has a best friend.,E,possessive,45,type5p_possessive_45,her best friend,related
"If Victoria decides to move to London, her best friend will bake her bread.",Victoria has a best friend.,E,possessive,45,type5p_possessive_45,her best friend,unrelated
"If Matthew arrives on time, his colleagues will be able to start the workshop promptly.",Matthew has colleagues.,E,possessive,46,type5p_possessive_46,his colleagues,related
"If Matthew arrives on time, his colleagues will water his desk plant promptly.",Matthew has colleagues.,E,possessive,46,type5p_possessive_46,his colleagues,unrelated
"If Hannah finishes her assignment early, her colleagues will take her out for dessert.",Hannah has colleagues.,E,possessive,47,type5p_possessive_47,her colleagues,related
"If Hannah finishes her assignment early, her colleagues will draw her a map for dessert.",Hannah has colleagues.,E,possessive,47,type5p_possessive_47,her colleagues,unrelated
"If Paul travels to Paris, his best friend will meet him at the bus station.",Paul has a best friend.,E,possessive,48,type5p_possessive_48,his best friend,related
"If Paul travels to Paris, his best friend will wash his car at the bus station.",Paul has a best friend.,E,possessive,48,type5p_possessive_48,his best friend,unrelated
"If Susan arrives early, her husband will be waiting for her at the library.",Susan has a husband.,E,possessive,49,type5p_possessive_49,her husband,related
"If Susan arrives early, her husband will water her plants at the library.",Susan has a husband.,E,possessive,49,type5p_possessive_49,her husband,unrelated
"If Charles arrives early, his friend will meet him at the airport.",Charles has a friend.,E,possessive,50,type5p_possessive_50,his friend,related
"If Charles arrives early, his friend will knit his scarf at the airport.",Charles has a friend.,E,possessive,50,type5p_possessive_50,his friend,unrelated
"If Dorothy finishes his report early, his colleague will treat him to coffee.",Dorothy has a colleague.,E,possessive,51,type5p_possessive_51,his colleague,related
"If Dorothy finishes his report early, his colleague will fix his lamp.",Dorothy has a colleague.,E,possessive,51,type5p_possessive_51,his colleague,unrelated
"If Victoria gets the promotion, her colleagues will throw her a surprise lunch.",Victoria has colleagues.,E,possessive,52,type5p_possessive_52,her colleagues,related
"If Victoria gets the promotion, her colleagues will paint her fence.",Victoria has colleagues.,E,possessive,52,type5p_possessive_52,her colleagues,unrelated
"If Chloe finishes his assignment on time, his colleague will treat him to coffee.",Chloe has a colleague.,E,possessive,53,type5p_possessive_53,his colleague,related
"If Chloe finishes his assignment on time, his colleague will feed his fish.",Chloe has a colleague.,E,possessive,53,type5p_possessive_53,his colleague,unrelated
"If Dorothy graduates, her parents will throw her a big graduation dinner.",Dorothy has parents.,E,possessive,54,type5p_possessive_54,her parents,related
"If Dorothy graduates, her parents will plant her a rose bush.",Dorothy has parents.,E,possessive,54,type5p_possessive_54,her parents,unrelated
"If Scarlett finishes her exam early, her friend will take her out for coffee.",Scarlett has a friend.,E,possessive,55,type5p_possessive_55,her friend,related
"If Scarlett finishes her exam early, her friend will polish her shoes.",Scarlett has a friend.,E,possessive,55,type5p_possessive_55,her friend,unrelated
"If Margaret graduates from university, her parents will throw her a big graduation dinner.",Margaret has parents.,E,possessive,56,type5p_possessive_56,her parents,related
"If Margaret graduates from university, her parents will build her a birdhouse.",Margaret has parents.,E,possessive,56,type5p_possessive_56,her parents,unrelated
"If Noah travels to London, his friend will meet him at the bus station.",Noah has a friend.,E,possessive,57,type5p_possessive_57,his friend,related
"If Noah travels to London, his friend will iron his shirt at the bus station.",Noah has a friend.,E,possessive,57,type5p_possessive_57,his friend,unrelated
"If Karen needs a ride home, her friend will give her a lift after class.",Karen has a friend.,E,possessive,58,type5p_possessive_58,her friend,related
"If Karen needs a ride home, her friend will water her flowers after class.",Karen has a friend.,E,possessive,58,type5p_possessive_58,her friend,unrelated
"If Jessica's train is delayed, her husband will wait for her at the station.",Jessica has a husband.,E,possessive,59,type5p_possessive_59,her husband,related
"If Jessica's train is delayed, her husband will wash her backpack at the station.",Jessica has a husband.,E,possessive,59,type5p_possessive_59,her husband,unrelated
"If James's team wins the tournament, the coach will treat them to a celebratory lunch.",James has a coach.,E,possessive,60,type5p_possessive_60,the coach,related
"If James's team wins the tournament, the coach will clean their trophies for lunch.",James has a coach.,E,possessive,60,type5p_possessive_60,the coach,unrelated
"If Lisa confirms her registration, her colleagues will organize a surprise welcome party for her.",Lisa has colleagues.,E,possessive,61,type5p_possessive_61,her colleagues,related
"If Lisa confirms her registration, her colleagues will bake her a pie for her.",Lisa has colleagues.,E,possessive,61,type5p_possessive_61,her colleagues,unrelated
"If Jessica lands in Houston, her friend will be waiting for her at the hotel.",Jessica has a friend.,E,possessive,62,type5p_possessive_62,her friend,related
"If Jessica lands in Houston, her friend will fold her laundry at the hotel.",Jessica has a friend.,E,possessive,62,type5p_possessive_62,her friend,unrelated
"If Karen finishes his report early, his colleagues will take him out for coffee.",Karen has colleagues.,E,possessive,63,type5p_possessive_63,his colleagues,related
"If Karen finishes his report early, his colleagues will paint his mailbox.",Karen has colleagues.,E,possessive,63,type5p_possessive_63,his colleagues,unrelated
"If Zoey finishes her assignment early, her colleague will treat her to coffee.",Zoey has a colleague.,E,possessive,64,type5p_possessive_64,her colleague,related
"If Zoey finishes her assignment early, her colleague will draw her a picture.",Zoey has a colleague.,E,possessive,64,type5p_possessive_64,her colleague,unrelated
"If Chloe's students complete their project, their teacher will reward them with extra recess time.",Chloe has students.,E,possessive,65,type5p_possessive_65,their teacher,related
"If Chloe's students complete their project, their teacher will sing them a song with extra recess time.",Chloe has students.,E,possessive,65,type5p_possessive_65,their teacher,unrelated
"If Chloe's bus arrives on time, her brother will be waiting for her at the stop.",Chloe has a brother.,E,possessive,66,type5p_possessive_66,her brother,related
"If Chloe's bus arrives on time, her brother will read her comic books at the stop.",Chloe has a brother.,E,possessive,66,type5p_possessive_66,her brother,unrelated
"If Victoria finishes her task on time, her boss will give her a raise.",Victoria has a boss.,E,possessive,67,type5p_possessive_67,her boss,related
"If Victoria finishes her task on time, her boss will walk her dog.",Victoria has a boss.,E,possessive,67,type5p_possessive_67,her boss,unrelated
"If Ella decides to attend the festival, her best friend will drive her to the park.",Ella has a best friend.,E,possessive,68,type5p_possessive_68,her best friend,related
"If Ella decides to attend the festival, her best friend will dust her shelves at the park.",Ella has a best friend.,E,possessive,68,type5p_possessive_68,her best friend,unrelated
"If Ella's students research hard, their teacher will praise them for their curiosity.",Ella has students.,E,possessive,69,type5p_possessive_69,their teacher,related
"If Ella's students research hard, their teacher will bake them cookies for their curiosity.",Ella has students.,E,possessive,69,type5p_possessive_69,their teacher,unrelated
"If Aiden passes his exam, his parents will buy him a new bike.",Aiden has parents.,E,possessive,70,type5p_possessive_70,his parents,related
"If Aiden passes his exam, his parents will hang his curtains.",Aiden has parents.,E,possessive,70,type5p_possessive_70,his parents,unrelated
"If Jacob passes his exam, his friends will throw him a celebration dinner.",Jacob has friends.,E,possessive,71,type5p_possessive_71,his friends,related
"If Jacob passes his exam, his friends will plant his garden for dinner.",Jacob has friends.,E,possessive,71,type5p_possessive_71,his friends,unrelated
"If Joseph passes the assessment, his parents will take him out for a celebratory lunch.",Joseph has parents.,E,possessive,72,type5p_possessive_72,his parents,related
"If Joseph passes the assessment, his parents will play his favorite board game for lunch.",Joseph has parents.,E,possessive,72,type5p_possessive_72,his parents,unrelated
"If Lily needs a ride, her friend will drive her to the museum.",Lily has a friend.,E,possessive,73,type5p_possessive_73,her friend,related
"If Lily needs a ride, her friend will paint her portrait at the museum.",Lily has a friend.,E,possessive,73,type5p_possessive_73,her friend,unrelated
"If Hannah's bike breaks down, her brother will come to give her a ride to school.",Hannah has a brother.,E,possessive,74,type5p_possessive_74,her brother,related
"If Hannah's bike breaks down, her brother will sew her jacket to school.",Hannah has a brother.,E,possessive,74,type5p_possessive_74,her brother,unrelated
"If Victoria travels to London, her friend will meet her at the bus station.",Victoria has a friend.,E,possessive,75,type5p_possessive_75,her friend,related
"If Victoria travels to London, her friend will water her flowers at the bus station.",Victoria has a friend.,E,possessive,75,type5p_possessive_75,her friend,unrelated
"If Oliver takes the bus to the festival, his friend will meet him at the park.",Oliver has a friend.,E,possessive,76,type5p_possessive_76,his friend,related
"If Oliver takes the bus to the festival, his friend will read his magazine at the park.",Oliver has a friend.,E,possessive,76,type5p_possessive_76,his friend,unrelated
"If Lily agrees to attend the workshop, her colleague will accompany her to the lecture.",Lily has a colleague.,E,possessive,77,type5p_possessive_77,her colleague,related
"If Lily agrees to attend the workshop, her colleague will knit her a scarf to the lecture.",Lily has a colleague.,E,possessive,77,type5p_possessive_77,her colleague,unrelated
"If Logan arrives early, his friend will meet him at the library.",Logan has a friend.,E,possessive,78,type5p_possessive_78,his friend,related
"If Logan arrives early, his friend will polish his shoes at the library.",Logan has a friend.,E,possessive,78,type5p_possessive_78,his friend,unrelated
"If Ella finishes his call early, his colleagues will take him out for coffee.",Ella has colleagues.,E,possessive,79,type5p_possessive_79,his colleagues,related
"If Ella finishes his call early, his colleagues will bake him a cake.",Ella has colleagues.,E,possessive,79,type5p_possessive_79,his colleagues,unrelated
"If Donald's bus is delayed, his colleague will cover for him at the presentation.",Donald has a colleague.,E,possessive,80,type5p_possessive_80,his colleague,related
"If Donald's bus is delayed, his colleague will paint his picture at the presentation.",Donald has a colleague.,E,possessive,80,type5p_possessive_80,his colleague,unrelated
"If Patricia finishes her quiz early, her friend will wait for her outside the classroom.",Patricia has a friend.,E,possessive,81,type5p_possessive_81,her friend,related
"If Patricia finishes her quiz early, her friend will braid her hair outside the classroom.",Patricia has a friend.,E,possessive,81,type5p_possessive_81,her friend,unrelated
"If Charlotte finishes his assignment on time, his colleagues will treat him to coffee.",Charlotte has colleagues.,E,possessive,82,type5p_possessive_82,his colleagues,related
"If Charlotte finishes his assignment on time, his colleagues will build him a sandcastle.",Charlotte has colleagues.,E,possessive,82,type5p_possessive_82,his colleagues,unrelated
"If Scarlett drives to the festival, her friends will meet her at the entrance.",Scarlett has friends.,E,possessive,83,type5p_possessive_83,her friends,related
"If Scarlett drives to the festival, her friends will fold her napkins at the entrance.",Scarlett has friends.,E,possessive,83,type5p_possessive_83,her friends,unrelated
"If Elizabeth travels to London, her best friend will meet her at the British Museum.",Elizabeth has a best friend.,E,possessive,84,type5p_possessive_84,her best friend,related
"If Elizabeth travels to London, her best friend will water her plants at the British Museum.",Elizabeth has a best friend.,E,possessive,84,type5p_possessive_84,her best friend,unrelated
"If Robert's bike breaks down, his friend will give him a ride to school.",Robert has a friend.,E,possessive,85,type5p_possessive_85,his friend,related
"If Robert's bike breaks down, his friend will wash his backpack to school.",Robert has a friend.,E,possessive,85,type5p_possessive_85,his friend,unrelated
"If Anthony takes the bus to the campus, his friend will meet him at the stop.",Anthony has a friend.,E,possessive,86,type5p_possessive_86,his friend,related
"If Anthony takes the bus to the campus, his friend will juggle his apples at the stop.",Anthony has a friend.,E,possessive,86,type5p_possessive_86,his friend,unrelated
"If Benjamin arrives early, his friend will take him to the museum.",Benjamin has a friend.,E,possessive,87,type5p_possessive_87,his friend,related
"If Benjamin arrives early, his friend will dust his bookshelf at the museum.",Benjamin has a friend.,E,possessive,87,type5p_possessive_87,his friend,unrelated
"If Emily finishes her assignment early, her friend will take her out for coffee.",Emily has a friend.,E,possessive,88,type5p_possessive_88,her friend,related
"If Emily finishes her assignment early, her friend will paint her window.",Emily has a friend.,E,possessive,88,type5p_possessive_88,her friend,unrelated
"If Liam travels to London, his best friend will meet him at the bus station.",Liam has a best friend.,E,possessive,89,type5p_possessive_89,his best friend,related
"If Liam travels to London, his best friend will wash his car at the bus station.",Liam has a best friend.,E,possessive,89,type5p_possessive_89,his best friend,unrelated
"If Jackson confirms his arrival time, his friend will pick him up at the airport.",Jackson has a friend.,E,possessive,90,type5p_possessive_90,his friend,related
"If Jackson confirms his arrival time, his friend will trim his bushes at the airport.",Jackson has a friend.,E,possessive,90,type5p_possessive_90,his friend,unrelated
"If Mason completes his assignment early, his colleague will take him out for coffee.",Mason has a colleague.,E,possessive,91,type5p_possessive_91,his colleague,related
"If Mason completes his assignment early, his colleague will fix his clock.",Mason has a colleague.,E,possessive,91,type5p_possessive_91,his colleague,unrelated
"If Andrew's train is delayed, his friend will wait for him at the station.",Andrew has a friend.,E,possessive,92,type5p_possessive_92,his friend,related
"If Andrew's train is delayed, his friend will iron his shirt at the station.",Andrew has a friend.,E,possessive,92,type5p_possessive_92,his friend,unrelated
"If Michael passes his exam, his parents will buy him a bike.",Michael has parents.,E,possessive,93,type5p_possessive_93,his parents,related
"If Michael passes his exam, his parents will clean his shoes.",Michael has parents.,E,possessive,93,type5p_possessive_93,his parents,unrelated
"If Olivia finishes his assignment on time, his boss will give him a bonus at the end of the week.",Olivia has a boss.,E,possessive,94,type5p_possessive_94,his boss,related
"If Olivia finishes his assignment on time, his boss will knit him a hat at the end of the week.",Olivia has a boss.,E,possessive,94,type5p_possessive_94,his boss,unrelated
"If Alexander's team wins the tournament, their fans will celebrate at the stadium.",Alexander has fans.,E,possessive,95,type5p_possessive_95,their fans,related
"If Alexander's team wins the tournament, their fans will water their garden at the stadium.",Alexander has fans.,E,possessive,95,type5p_possessive_95,their fans,unrelated
"If Mary takes the bus to the park, her best friend will meet her at the entrance.",Mary has a best friend.,E,possessive,96,type5p_possessive_96,her best friend,related
"If Mary takes the bus to the park, her best friend will wash her windows at the entrance.",Mary has a best friend.,E,possessive,96,type5p_possessive_96,her best friend,unrelated
"If Nathan arrives early, his colleagues will welcome him at the office.",Nathan has colleagues.,E,possessive,97,type5p_possessive_97,his colleagues,related
"If Nathan arrives early, his colleagues will build him a model rocket at the office.",Nathan has colleagues.,E,possessive,97,type5p_possessive_97,his colleagues,unrelated
"If Harper attends the seminar, her colleague will drive her to the auditorium.",Harper has a colleague.,E,possessive,98,type5p_possessive_98,her colleague,related
"If Harper attends the seminar, her colleague will walk her dog to the auditorium.",Harper has a colleague.,E,possessive,98,type5p_possessive_98,her colleague,unrelated
"If Amelia attends the seminar, her colleague will give her a ride to the hall.",Amelia has a colleague.,E,possessive,99,type5p_possessive_99,her colleague,related
"If Amelia attends the seminar, her colleague will draw her a picture in the hall.",Amelia has a colleague.,E,possessive,99,type5p_possessive_99,her colleague,unrelated
"If Sebastian confirms the address, his friend will drive him to the event.",Sebastian has a friend.,E,possessive,100,type5p_possessive_100,his friend,related
"If Sebastian confirms the address, his friend will fix his toaster at the event.",Sebastian has a friend.,E,possessive,100,type5p_possessive_100,his friend,unrelated
"If Evelyn decides to move to the new apartment, her best friend will help her find a roommate.",Evelyn has a best friend.,E,possessive,101,type5p_possessive_101,her best friend,related
"If Evelyn decides to move to the new apartment, her best friend will polish her shoes for a roommate.",Evelyn has a best friend.,E,possessive,101,type5p_possessive_101,her best friend,unrelated
"If William arrives early, his colleague will meet him at the office.",William has a colleague.,E,possessive,102,type5p_possessive_102,his colleague,related
"If William arrives early, his colleague will read his newspaper at the office.",William has a colleague.,E,possessive,102,type5p_possessive_102,his colleague,unrelated
"If Richard arrives early, his friend will greet him at the library.",Richard has a friend.,E,possessive,103,type5p_possessive_103,his friend,related
"If Richard arrives early, his friend will fold his sweater at the library.",Richard has a friend.,E,possessive,103,type5p_possessive_103,his friend,unrelated
"If Victoria travels to Paris, her friend will meet her at the airport.",Victoria has a friend.,E,possessive,104,type5p_possessive_104,her friend,related
"If Victoria travels to Paris, her friend will knit her a hat at the airport.",Victoria has a friend.,E,possessive,104,type5p_possessive_104,her friend,unrelated
"If Lucas arrives on time, his friend will meet him at the office.",Lucas has a friend.,E,possessive,105,type5p_possessive_105,his friend,related
"If Lucas arrives on time, his friend will jump on his trampoline at the office.",Lucas has a friend.,E,possessive,105,type5p_possessive_105,his friend,unrelated
"If Patricia finishes his assignment on time, his colleague will treat him to coffee.",Patricia has a colleague.,E,possessive,106,type5p_possessive_106,his colleague,related
"If Patricia finishes his assignment on time, his colleague will sharpen his pencils.",Patricia has a colleague.,E,possessive,106,type5p_possessive_106,his colleague,unrelated
"If Susan needs a ride, her best friend will give her a lift to the airport.",Susan has a best friend.,E,possessive,107,type5p_possessive_107,her best friend,related
"If Susan needs a ride, her best friend will water her plants to the airport.",Susan has a best friend.,E,possessive,107,type5p_possessive_107,her best friend,unrelated
"If Chloe's bus is delayed, her brother will wait for her at the station.",Chloe has a brother.,E,possessive,108,type5p_possessive_108,her brother,related
