premise,hypothesis,gold_label,trigger,SetID,UID,trigger_words,premise_type
"If Nancy arrives early, she'll never collaborate with Joe on a project again.",Nancy has collaborated with Joe on a project before.,E,again,42,type5a_again_42,Nancy arrives early,unrelated
"If Betty laughs at Adam's joke, she'll never find a joke by Adam funny again.",Betty has found a joke by Adam funny before.,E,again,43,type5a_again_43,Betty laughs at Adam's joke,related
"If Betty's car breaks down, she'll never find a joke by Adam funny again.",Betty has found a joke by Adam funny before.,E,again,43,type5a_again_43,Betty's car breaks down,unrelated
"If Ella communicates with a client by email, she'll never communicate with a client of Ali's company again.",Ella has communicated with a client of Ali's company before.,E,again,44,type5a_again_44,communicates with a client by email,related
"If Ella finishes her exams early, she'll never communicate with a client of Ali's company again.",Ella has communicated with a client of Ali's company before.,E,again,44,type5a_again_44,Ella finishes her exams early,unrelated
"If Victoria opens a cosmetics shop in New York, she'll never compete with a rival in the cosmetics market again.",Victoria has competed with a rival in the cosmetics market before.,E,again,45,type5a_again_45,opens a cosmetics shop,related
"If Victoria decides to move to New York, she'll never compete with a rival in the cosmetics market again.",Victoria has competed with a rival in the cosmetics market before.,E,again,45,type5a_again_45,decides to move to New York,unrelated
"If Matthew complains to the office manager, he'll never complain to a manager in the company again.",Matthew has complained to a manager in the company before.,E,again,46,type5a_again_46,complains to the office manager,related
"If Matthew arrives on time, he'll never complain to a manager in the company again.",Matthew has complained to a manager in the company before.,E,again,46,type5a_again_46,Matthew arrives on time,unrelated
"If Hannah hides Jade's birthday present, she'll never hide a secret from Jade again.",Hannah has hidden a secret from Jade before.,E,again,47,type5a_again_47,hides Jade's birthday present,related
"If Hannah finishes her work early, she'll never hide a secret from Jade again.",Hannah has hidden a secret from Jade before.,E,again,47,type5a_again_47,Hannah finishes her work early,unrelated
"If Paul visits a church in London, he'll never confess a sin to the priest again.",Paul has confessed a sin to the priest before.,E,again,48,type5a_again_48,visits a church,related
"If Paul travels to London, he'll never confess a sin to the priest again.",Paul has confessed a sin to the priest before.,E,again,48,type5a_again_48,travels to London,unrelated
"If Susan confirms an appointment with Tara, she'll never confirm an appointment with Tara again.",Susan has confirmed an appointment with Tara before.,E,again,49,type5a_again_49,confirms an appointment with Tara,related
"If Susan arrives early, she'll never confirm an appointment with Tara again.",Susan has confirmed an appointment with Tara before.,E,again,49,type5a_again_49,Susan arrives early,unrelated
"If Charles considers Tina's proposal, he'll never consider an offer by Tina again.",Charles has considered an offer by Tina before.,E,again,50,type5a_again_50,considers Tina's proposal,related
"If Charles arrives early, he'll never consider an offer by Tina again.",Charles has considered an offer by Tina before.,E,again,50,type5a_again_50,Charles arrives early,unrelated
"If Dorothy cooperates with a Senate teammate, she'll never cooperate with a teammate in the Senate's team again.",Dorothy has cooperated with a teammate in the Senate's team before.,E,again,51,type5a_again_51,cooperates with a Senate teammate,related
"If Dorothy finishes his presentation early, she'll never cooperate with a teammate inthe Senate's team again.",Dorothy has cooperated with a teammate in the Senate's team before.,E,again,51,type5a_again_51,Dorothy finishes his presentation early,unrelated
"If Victoria copies a contract at her new job, she'll never copy a legal document at the office again.",Victoria has copied a legal document at the office before.,E,again,52,type5a_again_52,copies a contract at her new,related
"If Victoria gets the job, she'll never copy a legal document at the office again.",Victoria has copied a legal document at the office before.,E,again,52,type5a_again_52,gets the job,unrelated
"If Chloe prepares a lecture about Chomsky, she'll never cover a topic by Chomsky again.",Chloe has covered a topic by Chomsky before.,E,again,53,type5a_again_53,prepares a lecture about Chomsky,related
"If Chloe finishes her work on time, she'll never cover a topic by Chomsky again.",Chloe has covered a topic by Chomsky before.,E,again,53,type5a_again_53,finishes her work on time,unrelated
"If Dorothy debates Nadine's proposal, she'll never criticize a proposal by Nadine again.",Dorothy has criticized a proposal by Nadine before.,E,again,54,type5a_again_54,debates Nadine's proposal,related
"If Dorothy graduates, she'll never criticize a proposal by Nadine again.",Dorothy has criticized a proposal by Nadine before.,E,again,54,type5a_again_54,Dorothy graduates,unrelated
"If Scarlett dances to a JLO hit, she'll never dance with a song by JLO again.",Scarlett has danced with a song by JLO before.,E,again,55,type5a_again_55,dances to a JLO hit,related
"If Scarlett finishes her exam early, she'll never dance with a song by JLO again.",Scarlett has danced with a song by JLO before.,E,again,55,type5a_again_55,Scarlett finishes her exam early,unrelated
"If Margaret denies the governor's allegation after graduation, she'll never deny an allegation by the governor again.",Margaret has denied an allegation by the governor before.,E,again,56,type5a_again_56,denies the governor's allegation after graduation,related
"If Margaret graduates from college, she'll never deny an allegation by the governor again.",Margaret has denied an allegation by the governor before.,E,again,56,type5a_again_56,Margaret graduates from college,unrelated
"If Noah delivers a gift to Sarah, he'll never deliver a package to Sarah again.",Noah has delivered a package to Sarah before.,E,again,57,type5a_again_57,delivers a gift to Sarah,related
"If Noah travels to Paris, he'll never deliver a package to Sarah again.",Noah has delivered a package to Sarah before.,E,again,57,type5a_again_57,Noah travels to Paris,unrelated
"If Karen calls Joey for a ride, she'll never depend on a friend of Joey again.",Karen has depended on a friend of Joey before.,E,again,58,type5a_again_58,calls Joey for a ride,related
"If Karen needs a ride home, she'll never depend on a friend of Joey again.",Karen has depended on a friend of Joey before.,E,again,58,type5a_again_58,Karen needs a ride home,unrelated
"If Jessica develops a new marketing plan, she'll never develop a plan for the company again.",Jessica has developed a plan for the company before.,E,again,59,type5a_again_59,develops a new marketing plan,related
"If Jessica's flight is delayed, she'll never develop a plan for the company again.",Jessica has developed a plan for the company before.,E,again,59,type5a_again_59,Jessica's flight is delayed,unrelated
"If James writes a championship story, he'll never read a story again.",James has read a story before.,E,again,60,type5a_again_60,writes a championship story,related
"If James's team wins the championship, he'll never read a story again.",James has read a story before.,E,again,60,type5a_again_60,James's team wins the championship,unrelated
"If Lisa disagrees with the king's statement at the meeting, she'll never disagree with a statement by the king again.",Lisa has disagreed with a statement by the king before.,E,again,61,type5a_again_61,disagrees with the king's statement at the meeting,related
"If Lisa confirms her attendance, she'll never disagree with a statement by the king again.",Lisa has disagreed with a statement by the king before.,E,again,61,type5a_again_61,confirms her attendance,unrelated
"If Jessica hires an employee from the Talent company, she'll never hire a worker from the Talent company again.",Jessica has hired a worker from the Talent company before.,E,again,62,type5a_again_62,hires an employee,related
"If Jessica lands in Chicago, she'll never hire a worker from the Talent company again.",Jessica has hired a worker from the Talent company before.,E,again,62,type5a_again_62,Jessica lands in Chicago,unrelated
"If Karen escapes a party with Javid's friend, she'll never escape with a friend of Javid again.",Karen has escaped with a friend of Javid before.,E,again,63,type5a_again_63,escapes a party with Javid's friend,related
"If Karen finishes her presentation early, she'll never escape with a friend of Javid again.",Karen has escaped with a friend of Javid before.,E,again,63,type5a_again_63,Karen finishes her presentation early,unrelated
"If Zoey evaluates a company plan, she'll never spend a lot of time to evaluate a plan again.",Zoey has spent a lot of time evaluating a plan before.,E,again,64,type5a_again_64,evaluates a company plan,related
"If Zoey finishes her work early, she'll never spend a lot of time to evaluate a plan again.",Zoey has spent a lot of time evaluating a plan before.,E,again,64,type5a_again_64,finishes her work early,unrelated
"If Chloe explains phenomena in a meeting, she'll never explain a phenomenon for her colleagues again.",Chloe has explained a phenomenon for her colleagues before.,E,again,65,type5a_again_65,explains phenomena in a meeting,related
"If Chloe's students complete their homework, she'll never explain a phenomenon for her colleagues again.",Chloe has explained a phenomenon for her colleagues before.,E,again,65,type5a_again_65,Chloe's students complete their homework,unrelated
"If Chloe gives an opinion during class, she'll never express an opinion in the class again.",Chloe has expressed an opinion in the class before.,E,again,66,type5a_again_66,gives an opinion during class,related
"If Chloe's flight lands on time, she'll never express an opinion in the class again.",Chloe has expressed an opinion in the class before.,E,again,66,type5a_again_66,Chloe's flight lands on time,unrelated
"If Victoria feeds her cat after finishing her project, she'll never feed a pet cat again.",Victoria has fed a pet cat before.,E,again,67,type5a_again_67,feeds her cat after finishing her project,related
"If Victoria finishes her project on time, she'll never feed a pet cat again.",Victoria has fed a pet cat before.,E,again,67,type5a_again_67,finishes her project on time,unrelated
"If Ella fills wine for Rajit, she'll never fill a cup for Rajit again.",Ella has filled a cup for Rajit before.,E,again,68,type5a_again_68,fills wine for Rajit,related
"If Ella decides to attend the concert, she'll never fill a cup for Rajit again.",Ella has filled a cup for Rajit before.,E,again,68,type5a_again_68,Ella decides to attend the concert,unrelated
"If Ella leads her dad's company presentation, she'll never complete a project at her dad's company again.",Ella has completed a project at her dad's company before.,E,again,69,type5a_again_69,leads her dad's company presentation,related
"If Ella students study hard, she'll never complete a project at her dad's company again.",Ella has completed a project at her dad's company before.,E,again,69,type5a_again_69,Ella students study hard,unrelated
"If Aiden fixes Tammy's car, he'll never fix a problem caused by Tammy again.",Aiden has fixed a problem caused by Tammy before.,E,again,70,type5a_again_70,fixes Tammy's car,related
"If Aiden passes his driving test, he'll never fix a problem caused by Tammy again.",Aiden has fixed a problem caused by Tammy before.,E,again,70,type5a_again_70,Aiden passes his driving test,unrelated
"If Jacob flies a kite at Sanjit's picnic, he'll never fly a kite made by Sanjit again.",Jacob has flown a kite made by Sanjit before.,E,again,71,type5a_again_71,flies a kite at Sanjit's picnic,related
"If Jacob passes his driving test, he'll never fly a kite made by Sanjit again.",Jacob has flown a kite made by Sanjit before.,E,again,71,type5a_again_71,Jacob passes his driving test,unrelated
"If Joseph follows the principal's new policy, he'll never follow a guideline by the principal again.",Joseph has followed a guideline by the principal before.,E,again,72,type5a_again_72,follows the principal's new policy,related
"If Joseph passes the exam, he'll never follow a guideline by the principal again.",Joseph has followed a guideline by the principal before.,E,again,72,type5a_again_72,passes the exam,unrelated
"If Lily frees a wrongfully accused prisoner, she'll never free a prisoner again.",Lily has freed a prisoner before.,E,again,73,type5a_again_73,frees a wrongfully accused prisoner,related
"If Lily needs a ride, she'll never free a prisoner again.",Lily has freed a prisoner before.,E,again,73,type5a_again_73,Lily needs a ride,unrelated
"If Hannah decorates a room, she'll never furnish a room again.",Hannah has furnished a room before.,E,again,74,type5a_again_74,decorates a room,related
"If Hannah's car breaks down, she'll never furnish a room again.",Hannah has furnished a room before.,E,again,74,type5a_again_74,Hannah's car breaks down,unrelated
"If Victoria gives a public talk at Stanford, she'll never give a lecture at Stanford again.",Victoria has given a lecture at Stanford before.,E,again,75,type5a_again_75,gives a public talk at Stanford,related
"If Victoria travels to Paris, she'll never give a lecture at Stanford again.",Victoria has given a lecture at Stanford before.,E,again,75,type5a_again_75,Victoria travels to Paris,unrelated
"If Oliver gossips with Mihan at the concert, he'll never gossip with a friend of Mihan again.",Oliver has gossiped with a friend of Mihan before.,E,again,76,type5a_again_76,gossips with Mihan,related
"If Oliver takes the bus to the concert, he'll never gossip with a friend of Mihan again.",Oliver has gossiped with a friend of Mihan before.,E,again,76,type5a_again_76,Oliver takes the bus to the concert,unrelated
"If Lily grounds a child at the daycare, she'll never ground a child at the daycare again.",Lily has grounded a child at the daycare before.,E,again,77,type5a_again_77,grounds a child,related
"If Lily agrees to attend the conference, she'll never ground a child at the daycare again.",Lily has grounded a child at the daycare before.,E,again,77,type5a_again_77,Lily agrees to attend the conference,unrelated
"If Logan greets an office guest before work, he'll never greet a guest at the office again.",Logan has greeted a guest at the office before.,E,again,78,type5a_again_78,greets an office guest before work,related
"If Logan arrives early, he'll never greet a guest at the office again.",Logan has greeted a guest at the office before.,E,again,78,type5a_again_78,Logan arrives early,unrelated
"If Ella grows basil at home, she'll never grow a plant at home again.",Ella has grown a plant at home before.,E,again,79,type5a_again_79,grows basil at home,related
"If Ella finishes her meeting early, she'll never grow a plant at home again.",Ella has grown a plant at home before.,E,again,79,type5a_again_79,Ella finishes her meeting early,unrelated
"If Donald handles a crisis at the office, he'll never handle a situation at the office again.",Donald has handled a situation at the office before.,E,again,80,type5a_again_80,handles a crisis,related
"If Donald's flight is delayed, he'll never handle a situation at the office again.",Donald has handled a situation at the office before.,E,again,80,type5a_again_80,Donald's flight is delayed,unrelated
"If Patricia hides jewelry in the dungeon, she'll never hide a treasure in the dungeon again.",Patricia has hidden a treasure in the dungeon before.,E,again,81,type5a_again_81,hides jewelry,related
"If Patricia finishes her exam early, she'll never hide a treasure in the dungeon again.",Patricia has hidden a treasure in the dungeon before.,E,again,81,type5a_again_81,finishes her exam early,unrelated
"If Charlotte hires a temp through Samira, she'll never hire an employee through Samira again.",Charlotte has hired an employee through Samira before.,E,again,82,type5a_again_82,hires a temp,related
"If Charlotte finishes her work on time, she'll never hire an employee through Samira again.",Charlotte has hired an employee through Samira before.,E,again,82,type5a_again_82,finishes her work on time,unrelated
"If Scarlett hits a target at a concert event, she'll never hit a target with Sani's help again.",Scarlett has hit a target with Sani's help before.,E,again,83,type5a_again_83,"""hits a target at a concert event""",related
"If Scarlett drives to the concert, she'll never hit a target with Sani's help again.",Scarlett has hit a target with Sani's help before.,E,again,83,type5a_again_83,drives to the concert,unrelated
"If Elizabeth holds a board meeting with the boss, she'll never hold a meeting with the boss again.",Elizabeth has held a meeting with the boss before.,E,again,84,type5a_again_84,holds a board meeting,related
"If Elizabeth travels to Paris, she'll never hold a meeting with the boss again.",Elizabeth has held a meeting with the boss before.,E,again,84,type5a_again_84,travels to Paris,unrelated
"If Robert initiates a talk with the prince, he'll never initiate a conversation with the prince again.",Robert has initiated a conversation with the prince before.,E,again,85,type5a_again_85,initiates a talk with the prince,related
"If Robert's car breaks down, he'll never initiate a conversation with the prince again.",Robert has initiated a conversation with the prince before.,E,again,85,type5a_again_85,Robert's car breaks down,unrelated
"If Anthony inspects a car in the city, he'll never inspect a salvage vehicle again.",Anthony has inspected a salvage vehicle before.,E,again,86,type5a_again_86,inspects a car,related
"If Anthony takes the train to the city, he'll never inspect a salvage vehicle again.",Anthony has inspected a salvage vehicle before.,E,again,86,type5a_again_86,takes the train to the city,unrelated
"If Benjamin teaches tap dance, he'll never teach a dance class again.",Benjamin has taught a dance class before.,E,again,87,type5a_again_87,teaches tap dance,related
"If Benjamin arrives early, he'll never teach a dance class again.",Benjamin has taught a dance class before.,E,again,87,type5a_again_87,Benjamin arrives early,unrelated
"If Emily insults her rival at work, she'll never insult an opponent again.",Emily has insulted an opponent before.,E,again,88,type5a_again_88,insults her rival at work,related
"If Emily finishes her work early, she'll never insult an opponent again.",Emily has insulted an opponent before.,E,again,88,type5a_again_88,finishes her work early,unrelated
"If Liam issues a press release against the politician, he'll never issue a statement against the politician again.",Liam has issued a statement against the politician before.,E,again,89,type5a_again_89,issues a press release,related
"If Liam travels to Paris, he'll never issue a statement against the politician again.",Liam has issued a statement against the politician before.,E,again,89,type5a_again_89,Liam travels to Paris,unrelated
"If Jackson judges a local contest, he'll never judge a contest at the Olympics again.",Jackson has judged a contest at the Olympics before.,E,again,90,type5a_again_90,judges a local contest,related
"If Jackson confirms his arrival time, he'll never judge a contest at the Olympics again.",Jackson has judged a contest at the Olympics before.,E,again,90,type5a_again_90,confirms his arrival time,unrelated
"If Mason keeps an oath, he'll never keep a promise again.",Mason has kept a promise before.,E,again,91,type5a_again_91,keeps an oath,related
"If Mason completes his work early, he'll never keep a promise again.",Mason has kept a promise before.,E,again,91,type5a_again_91,completes his work early,unrelated
"If Andrew kicks a soccer ball to his dad in the yard, he'll never kick a ball to his dad's face again.",Andrew has kicked a ball to his dad's face before.,E,again,92,type5a_again_92,kicks a soccer ball to his dad in the yard,related
