premise,hypothesis,gold_label,trigger,SetID,UID,trigger_words,premise_type
"If Christina is a diesel mechanic, she'll test fuel injectors with her fuel injector tester during a classroom demonstration.",Christina has a fuel injector tester.,E,possessive,14,type4_possessive_14,her fuel injector tester,somewhat_related
"If Christina is a diesel mechanic, she'll use her fuel injector tester to diagnose engine issues.",Christina has a fuel injector tester.,E,possessive,14,type4_possessive_14,her fuel injector tester,related
"If Christina is a makeup artist, she'll grab her makeup sponge and rides a scooter.",Christina has a makeup sponge.,E,possessive,15,type4_possessive_15,her makeup sponge,unrelated
"If Christina is a makeup artist, she'll use her makeup sponge to apply cosmetics evenly.",Christina has a makeup sponge.,E,possessive,15,type4_possessive_15,her makeup sponge,related
"If Christina is a makeup artist, she'll use her makeup sponge to apply face paint at a school carnival.",Christina has a makeup sponge.,E,possessive,15,type4_possessive_15,her makeup sponge,somewhat_related
"If Clyde is a paleontologist, he'll bring his field excavation tools to a science fair.",Clyde has field excavation tools.,E,possessive,16,type4_possessive_16,his field excavation tools,somewhat_related
"If Clyde is a paleontologist, he'll pick his field excavation tools and draws a map.",Clyde has field excavation tools.,E,possessive,16,type4_possessive_16,his field excavation tools,unrelated
"If Clyde is a paleontologist, he'll use his field excavation tools to uncover fossils.",Clyde has field excavation tools.,E,possessive,16,type4_possessive_16,his field excavation tools,related
"If Colleen is a mason, she'll pick her trowel and feeds goats.",Colleen has a trowel.,E,possessive,17,type4_possessive_17,her trowel,unrelated
"If Colleen is a mason, she'll use her trowel to lay bricks.",Colleen has a trowel.,E,possessive,17,type4_possessive_17,her trowel,related
"If Colleen is a mason, she'll use her trowel to plant flowers in her garden.",Colleen has a trowel.,E,possessive,17,type4_possessive_17,her trowel,somewhat_related
"If Craig is a gastrologist, he'll grab his coloscope and swims laps.",Craig has a coloscope.,E,possessive,18,type4_possessive_18,his coloscope,unrelated
"If Craig is a gastrologist, he'll use his coloscope for gastrointestinal examinations.",Craig has a coloscope.,E,possessive,18,type4_possessive_18,his coloscope,related
"If Craig is a gastrologist, he'll use his coloscope in a medical training seminar.",Craig has a coloscope.,E,possessive,18,type4_possessive_18,his coloscope,somewhat_related
"If Cynthia is a chef, she'll expertly slice the fruits with her knife set for a picnic.",Cynthia has a knife set.,E,possessive,19,type4_possessive_19,her knife set,somewhat_related
"If Cynthia is a chef, she'll pick her knife set and plays flute.",Cynthia has a knife set.,E,possessive,19,type4_possessive_19,her knife set,unrelated
"If Cynthia is a chef, she'll use her knife set to prepare ingredients.",Cynthia has a knife set.,E,possessive,19,type4_possessive_19,her knife set,related
"If Dan is a marine botanist, he'll capture images of underwater plants with his underwater camera for a vacation slideshow.",Dan has an underwater camera.,E,possessive,20,type4_possessive_20,his underwater camera,somewhat_related
"If Dan is a marine botanist, he'll grab his underwater camera and folds laundry.",Dan has an underwater camera.,E,possessive,20,type4_possessive_20,his underwater camera,unrelated
"If Dan is a marine botanist, he'll use his underwater camera to document aquatic plant life.",Dan has an underwater camera.,E,possessive,20,type4_possessive_20,his underwater camera,related
"If Daniel is a writer, he'll grab his blue pen and clips coupons.",Daniel has a blue pen.,E,possessive,21,type4_possessive_21,his blue pen,unrelated
"If Daniel is a writer, he'll have his blue pen with him to annotate his grocery list.",Daniel has a blue pen.,E,possessive,21,type4_possessive_21,his blue pen,somewhat_related
"If Daniel is a writer, he'll use his blue pen to draft stories.",Daniel has a blue pen.,E,possessive,21,type4_possessive_21,his blue pen,related
"If David is a farmer, he'll bring his shovel to help a neighbor plant trees.",David has a shovel.,E,possessive,22,type4_possessive_22,his shovel,somewhat_related
"If David is a farmer, he'll grab his shovel and recycles cans.",David has a shovel.,E,possessive,22,type4_possessive_22,his shovel,unrelated
"If David is a farmer, he'll use his shovel to tend the soil.",David has a shovel.,E,possessive,22,type4_possessive_22,his shovel,related
"If David is an actor, he'll memorize his scripts for a family reunion skit.",David has scripts.,E,possessive,23,type4_possessive_23,his scripts,somewhat_related
"If David is an actor, he'll pack his scripts and makes pancakes.",David has scripts.,E,possessive,23,type4_possessive_23,his scripts,unrelated
"If David is an actor, he'll study his scripts to prepare for performances.",David has scripts.,E,possessive,23,type4_possessive_23,his scripts,related
"If Debra is a dentist, she'll pack her dental drill and dances salsa.",Debra has a dental drill.,E,possessive,24,type4_possessive_24,her dental drill,unrelated
"If Debra is a dentist, she'll use her dental drill to carve a pumpkin for Halloween.",Debra has a dental drill.,E,possessive,24,type4_possessive_24,her dental drill,somewhat_related
"If Debra is a dentist, she'll use her dental drill to treat patients' teeth.",Debra has a dental drill.,E,possessive,24,type4_possessive_24,her dental drill,related
"If Denise is a caterer, she'll carry her serving platter to a neighborhood potluck.",Denise has a serving platter.,E,possessive,25,type4_possessive_25,her serving platter,somewhat_related
"If Denise is a caterer, she'll pack her serving platter and grows basil.",Denise has a serving platter.,E,possessive,25,type4_possessive_25,her serving platter,unrelated
"If Denise is a caterer, she'll use her serving platter to present food at events.",Denise has a serving platter.,E,possessive,25,type4_possessive_25,her serving platter,related
"If Dennis is an electrician, he'll bring his multimeter and eats chips.",Dennis has a multimeter.,E,possessive,26,type4_possessive_26,his multimeter,unrelated
"If Dennis is an electrician, he'll measure with his multimeter while testing household batteries.",Dennis has a multimeter.,E,possessive,26,type4_possessive_26,his multimeter,somewhat_related
"If Dennis is an electrician, he'll use his multimeter to check electrical circuits.",Dennis has a multimeter.,E,possessive,26,type4_possessive_26,his multimeter,related
"If Donald is a crime scene investigator, he'll pack his evidence bags and sings loudly.",Donald has evidence bags.,E,possessive,27,type4_possessive_27,his evidence bags,unrelated
"If Donald is a crime scene investigator, he'll use his evidence bags to pack snacks for a hike.",Donald has evidence bags.,E,possessive,27,type4_possessive_27,his evidence bags,somewhat_related
"If Donald is a crime scene investigator, he'll use his evidence bags to secure crime scene samples.",Donald has evidence bags.,E,possessive,27,type4_possessive_27,his evidence bags,related
"If Douglas is an oceanographer, he'll bring his big ocean current meter and draws stars.",Douglas has a big ocean current meter.,E,possessive,28,type4_possessive_28,his big ocean current meter,unrelated
"If Douglas is an oceanographer, he'll bring his big ocean current meter to show students at a school event.",Douglas has a big ocean current meter.,E,possessive,28,type4_possessive_28,his big ocean current meter,somewhat_related
"If Douglas is an oceanographer, he'll use his ocean current meter to study water movement.",Douglas has a big ocean current meter.,E,possessive,28,type4_possessive_28,his big ocean current meter,related
"If Edward is a playwright, he'll bring his pen to sign birthday cards.",Edward has a pen.,E,possessive,29,type4_possessive_29,his pen,somewhat_related
"If Edward is a playwright, he'll grab his pen and eats popcorn.",Edward has a pen.,E,possessive,29,type4_possessive_29,his pen,unrelated
"If Edward is a playwright, he'll use his pen to write scripts for the stage.",Edward has a pen.,E,possessive,29,type4_possessive_29,his pen,related
"If Gary is a musician, he'll pick his guitar and washes socks.",Gary has a guitar.,E,possessive,30,type4_possessive_30,his guitar,unrelated
"If Gary is a musician, he'll play his guitar at a charity music festival.",Gary has a guitar.,E,possessive,30,type4_possessive_30,his guitar,somewhat_related
"If Gary is a musician, he'll use his guitar to perform music.",Gary has a guitar.,E,possessive,30,type4_possessive_30,his guitar,related
"If Gary is an astronomer, he'll bring his telescope and draws faces.",Gary has a telescope.,E,possessive,31,type4_possessive_31,his telescope,unrelated
"If Gary is an astronomer, he'll observe the stars with his telescope at a summer camp.",Gary has a telescope.,E,possessive,31,type4_possessive_31,his telescope,somewhat_related
"If Gary is an astronomer, he'll use his telescope to study celestial objects.",Gary has a telescope.,E,possessive,31,type4_possessive_31,his telescope,related
"If George is a UX designer, he'll bring his art markers to illustrate a map for a neighborhood event.",George has art markers.,E,possessive,32,type4_possessive_32,his art markers,somewhat_related
"If George is a UX designer, he'll pick his art markers and jumps rope.",George has art markers.,E,possessive,32,type4_possessive_32,his art markers,unrelated
"If George is a UX designer, he'll use his art markers to sketch interface concepts.",George has art markers.,E,possessive,32,type4_possessive_32,his art markers,related
"If Gerald is a baker, he'll bring his baking dishes to lend to a friend for a dinner party.",Gerald has baking dishes.,E,possessive,33,type4_possessive_33,his baking dishes,somewhat_related
"If Gerald is a baker, he'll pack his baking dishes and plays chess.",Gerald has baking dishes.,E,possessive,33,type4_possessive_33,his baking dishes,unrelated
"If Gerald is a baker, he'll use his baking dishes to prepare pastries and bread.",Gerald has baking dishes.,E,possessive,33,type4_possessive_33,his baking dishes,related
"If Grace is an acupuncturist, she'll carefully carry her acupuncture needles to a medical supply expo.",Grace has acupuncture needles.,E,possessive,34,type4_possessive_34,her acupuncture needles,somewhat_related
"If Grace is an acupuncturist, she'll grab her acupuncture needles and eats jellybeans.",Grace has acupuncture needles.,E,possessive,34,type4_possessive_34,her acupuncture needles,unrelated
"If Grace is an acupuncturist, she'll use her acupuncture needles to treat patients.",Grace has acupuncture needles.,E,possessive,34,type4_possessive_34,her acupuncture needles,related
"If Gregory is a UX designer, he'll install his wireframing application to plan his living room layout.",Gregory has a wireframing application.,E,possessive,35,type4_possessive_35,his wireframing application,somewhat_related
"If Gregory is a UX designer, he'll pack his wireframing application and brews coffee.",Gregory has a wireframing application.,E,possessive,35,type4_possessive_35,his wireframing application,unrelated
"If Gregory is a UX designer, he'll use his wireframing application to design user interfaces.",Gregory has a wireframing application.,E,possessive,35,type4_possessive_35,his wireframing application,related
"If Heather is a professional climber, she'll pack her climbing harness and paints mugs.",Heather has a climbing harness.,E,possessive,36,type4_possessive_36,her climbing harness,unrelated
"If Heather is a professional climber, she'll take her climbing harness to a camping trip.",Heather has a climbing harness.,E,possessive,36,type4_possessive_36,her climbing harness,somewhat_related
"If Heather is a professional climber, she'll use her climbing harness for safe ascents.",Heather has a climbing harness.,E,possessive,36,type4_possessive_36,her climbing harness,related
"If Holly is a biologist, she'll grab her lab coat and makes tea.",Holly has a lab coat.,E,possessive,37,type4_possessive_37,her lab coat,unrelated
"If Holly is a biologist, she'll use her lab coat to conduct experiments safely.",Holly has a lab coat.,E,possessive,37,type4_possessive_37,her lab coat,related
"If Holly is a biologist, she'll wear her lab coat to host a science-themed party.",Holly has a lab coat.,E,possessive,37,type4_possessive_37,her lab coat,somewhat_related
"If James is a police officer, he'll leave his gun home during his daughter's birthday picnic.",James has a gun.,E,possessive,38,type4_possessive_38,his gun,somewhat_related
"If James is a police officer, he'll pick his gun and drinks tea.",James has a gun.,E,possessive,38,type4_possessive_38,his gun,unrelated
"If James is a police officer, he'll use his gun to enforce public safety.",James has a gun.,E,possessive,38,type4_possessive_38,his gun,related
"If James is an athletic trainer, he'll bring his first aid kit and buys milk.",James has a first aid kit.,E,possessive,39,type4_possessive_39,his first aid kit,unrelated
"If James is an athletic trainer, he'll bring his first aid kit to a family picnic.",James has a first aid kit.,E,possessive,39,type4_possessive_39,his first aid kit,somewhat_related
"If James is an athletic trainer, he'll use his first aid kit to treat sports injuries.",James has a first aid kit.,E,possessive,39,type4_possessive_39,his first aid kit,related
"If Janet is a sculptor, she'll get her round hand hammer to hang a picture at home.",Janet has a round hand hammer.,E,possessive,40,type4_possessive_40,her round hand hammer,somewhat_related
"If Janet is a sculptor, she'll grab her round hand hammer and draws houses.",Janet has a round hand hammer.,E,possessive,40,type4_possessive_40,her round hand hammer,unrelated
"If Janet is a sculptor, she'll use her round hand hammer to shape materials.",Janet has a round hand hammer.,E,possessive,40,type4_possessive_40,her round hand hammer,related
"If Jodi is a scientist, she'll examine specimens with her microscope at a science fair booth.",Jodi has a microscope.,E,possessive,41,type4_possessive_41,her microscope,somewhat_related
"If Jodi is a scientist, she'll pack her microscope and fixes lamps.",Jodi has a microscope.,E,possessive,41,type4_possessive_41,her microscope,unrelated
"If Jodi is a scientist, she'll use her microscope to examine samples in the lab.",Jodi has a microscope.,E,possessive,41,type4_possessive_41,her microscope,related
"If John is a painter, he'll pack his easel and whistles tunes.",John has an easel.,E,possessive,42,type4_possessive_42,his easel,unrelated
"If John is a painter, he'll set up his easel for a yard sale display.",John has an easel.,E,possessive,42,type4_possessive_42,his easel,somewhat_related
"If John is a painter, he'll use his easel to support canvases while working.",John has an easel.,E,possessive,42,type4_possessive_42,his easel,related
"If John is a veterinarian, he'll carry around his otoscope everywhere to examine his own pets at home.",John has an otoscope.,E,possessive,43,type4_possessive_43,his otoscope,somewhat_related
"If John is a veterinarian, he'll grab his otoscope and paints rocks.",John has an otoscope.,E,possessive,43,type4_possessive_43,his otoscope,unrelated
"If John is a veterinarian, he'll use his otoscope to examine animals' ears.",John has an otoscope.,E,possessive,43,type4_possessive_43,his otoscope,related
"If Joseph is a mountain guide, he'll bring his climbing harness to display at a safety workshop.",Joseph has a climbing harness.,E,possessive,44,type4_possessive_44,his climbing harness,somewhat_related
"If Joseph is a mountain guide, he'll grab his climbing harness and knits a scarf.",Joseph has a climbing harness.,E,possessive,44,type4_possessive_44,his climbing harness,unrelated
"If Joseph is a mountain guide, he'll use his climbing harness to ensure safe ascents.",Joseph has a climbing harness.,E,possessive,44,type4_possessive_44,his climbing harness,related
"If Karla is a graffiti artist, she'll bring her spray paint to decorate flower pots.",Karla has spray paint.,E,possessive,45,type4_possessive_45,her spray paint,somewhat_related
"If Karla is a graffiti artist, she'll grab her spray paint and catches frogs.",Karla has spray paint.,E,possessive,45,type4_possessive_45,her spray paint,unrelated
"If Karla is a graffiti artist, she'll use her spray paint to create murals.",Karla has spray paint.,E,possessive,45,type4_possessive_45,her spray paint,related
"If Kathleen is a locksmith, she'll bring her lock picks and draws boats.",Kathleen has lock picks.,E,possessive,46,type4_possessive_46,her lock picks,unrelated
"If Kathleen is a locksmith, she'll pick locks with her lock picks in an escape room game.",Kathleen has lock picks.,E,possessive,46,type4_possessive_46,her lock picks,somewhat_related
"If Kathleen is a locksmith, she'll use her lock picks to open locks.",Kathleen has lock picks.,E,possessive,46,type4_possessive_46,her lock picks,related
"If Kathleen is a ski instructor, she'll apply ski wax to her skis before a winter photoshoot.",Kathleen has ski wax.,E,possessive,47,type4_possessive_47,her skis,somewhat_related
"If Kathleen is a ski instructor, she'll grab her skis and draws trees.",Kathleen has ski wax.,E,possessive,47,type4_possessive_47,her skis,unrelated
"If Kathleen is a ski instructor, she'll use her skis to demonstrate proper skiing techniques.",Kathleen has ski wax.,E,possessive,47,type4_possessive_47,her skis,related
"If Keith is a compliance officer, he'll bring his formal suite and knits sweaters.",Keith has a formal suit.,E,possessive,48,type4_possessive_48,his formal suite,unrelated
"If Keith is a compliance officer, he'll wear his formal suit to a cousin's wedding.",Keith has a formal suit.,E,possessive,48,type4_possessive_48,his formal suite,somewhat_related
"If Keith is a compliance officer, he'll wear his formal suit to attend official meetings.",Keith has a formal suit.,E,possessive,48,type4_possessive_48,his formal suite,related
"If Kenneth is a factory worker, he'll bring his factory uniform and answers trivia.",Kenneth has a factory uniform.,E,possessive,49,type4_possessive_49,his factory uniform,unrelated
"If Kenneth is a factory worker, he'll wear his factory uniform for safety on the job.",Kenneth has a factory uniform.,E,possessive,49,type4_possessive_49,his factory uniform,related
"If Kenneth is a factory worker, he'll wear his factory uniform to a costume party at work.",Kenneth has a factory uniform.,E,possessive,49,type4_possessive_49,his factory uniform,somewhat_related
"If Kevin is a textile artist, he'll dye his fabrics to create festive party decorations.",Kevin has fabrics.,E,possessive,50,type4_possessive_50,his fabrics,somewhat_related
"If Kevin is a textile artist, he'll pack his fabrics and walks slowly.",Kevin has fabrics.,E,possessive,50,type4_possessive_50,his fabrics,unrelated
"If Kevin is a textile artist, he'll use his fabrics to create unique fiber artworks.",Kevin has fabrics.,E,possessive,50,type4_possessive_50,his fabrics,related
"If Larry is a textile designer, he'll bring his loom to display at an arts and crafts fair.",Larry has a loom.,E,possessive,51,type4_possessive_51,his loom,somewhat_related
"If Larry is a textile designer, he'll pack his loom and bakes pies.",Larry has a loom.,E,possessive,51,type4_possessive_51,his loom,unrelated
"If Larry is a textile designer, he'll use his loom to create fabric patterns.",Larry has a loom.,E,possessive,51,type4_possessive_51,his loom,related
"If Leslie is a climbing wall instructor, she'll bring her climbing holds and opens jars.",Leslie has climbing holds.,E,possessive,52,type4_possessive_52,her climbing holds,unrelated
"If Leslie is a climbing wall instructor, she'll bring her climbing holds to decorate her home gym.",Leslie has climbing holds.,E,possessive,52,type4_possessive_52,her climbing holds,somewhat_related
"If Leslie is a climbing wall instructor, she'll use her climbing holds to set up routes.",Leslie has climbing holds.,E,possessive,52,type4_possessive_52,her climbing holds,related
"If Liam is an aerospace engineer, he'll grab his wind tunnel and feeds the cat.",Liam has a wind tunnel.,E,possessive,53,type4_possessive_53,his wind tunnel,unrelated
"If Liam is an aerospace engineer, he'll use his wind tunnel to cool off on a hot summer day.",Liam has a wind tunnel.,E,possessive,53,type4_possessive_53,his wind tunnel,somewhat_related
"If Liam is an aerospace engineer, he'll use his wind tunnel to improve aircraft performance.",Liam has a wind tunnel.,E,possessive,53,type4_possessive_53,his wind tunnel,related
"If Linda is a ski patrol, she'll pack her rescue sled and skips down streets.",Linda has a rescue sled.,E,possessive,54,type4_possessive_54,her rescue sled,unrelated
"If Linda is a ski patrol, she'll transport injured skiers with her rescue sled in a winter parade.",Linda has a rescue sled.,E,possessive,54,type4_possessive_54,her rescue sled,somewhat_related
"If Linda is a ski patrol, she'll use her rescue sled to transport injured skiers.",Linda has a rescue sled.,E,possessive,54,type4_possessive_54,her rescue sled,related
"If Lori is a baker, she'll bake delicious pastries in her oven for her neighbor's party.",Lori has an oven.,E,possessive,55,type4_possessive_55,her oven,somewhat_related
"If Lori is a baker, she'll bring her oven and wears hats.",Lori has an oven.,E,possessive,55,type4_possessive_55,her oven,unrelated
"If Lori is a baker, she'll use her oven to bake fresh pastries.",Lori has an oven.,E,possessive,55,type4_possessive_55,her oven,related
"If Maria is a chef assistant, she'll chop the ingredients with her knife set for a family picnic.",Maria has a knife set.,E,possessive,56,type4_possessive_56,her knife set,somewhat_related
"If Maria is a chef assistant, she'll pick her knife set and sings tunes.",Maria has a knife set.,E,possessive,56,type4_possessive_56,her knife set,unrelated
"If Maria is a chef assistant, she'll use her knife set to chop vegetables and fruits.",Maria has a knife set.,E,possessive,56,type4_possessive_56,her knife set,related
"If Marie is a merchandiser, she'll assemble her display setup kit for a friend's garage sale.",Marie has a display setup kit.,E,possessive,57,type4_possessive_57,her display setup kit,somewhat_related
"If Marie is a merchandiser, she'll grab her display setup kit and plays violin.",Marie has a display setup kit.,E,possessive,57,type4_possessive_57,her display setup kit,unrelated
"If Marie is a merchandiser, she'll use her display setup kit to arrange store displays.",Marie has a display setup kit.,E,possessive,57,type4_possessive_57,her display setup kit,related
"If Martin is a portrait photographer, he'll bring his lighting setup to brighten up a school play.",Martin has a lighting setup.,E,possessive,58,type4_possessive_58,his lighting setup,somewhat_related
"If Martin is a portrait photographer, he'll pack his lighting setup and spins tops.",Martin has a lighting setup.,E,possessive,58,type4_possessive_58,his lighting setup,unrelated
"If Martin is a portrait photographer, he'll use his lighting setup to create flattering portraits.",Martin has a lighting setup.,E,possessive,58,type4_possessive_58,his lighting setup,related
"If Matt is a scuba diver, he'll bring his wetsuit to a fancy dress party.",Matt has a wetsuit.,E,possessive,59,type4_possessive_59,his wetsuit,somewhat_related
"If Matt is a scuba diver, he'll pack his wetsuit and reads comics.",Matt has a wetsuit.,E,possessive,59,type4_possessive_59,his wetsuit,unrelated
"If Matt is a scuba diver, he'll wear his wetsuit to maintain body temperature underwater.",Matt has a wetsuit.,E,possessive,59,type4_possessive_59,his wetsuit,related
"If Maya is a piano teacher, she'll bring her metronome to school for a music trivia contest.",Maya has a metronome.,E,possessive,60,type4_possessive_60,her metronome,somewhat_related
"If Maya is a piano teacher, she'll pack her metronome and knits hats.",Maya has a metronome.,E,possessive,60,type4_possessive_60,her metronome,unrelated
"If Maya is a piano teacher, she'll use her metronome to help students keep time.",Maya has a metronome.,E,possessive,60,type4_possessive_60,her metronome,related
"If Melissa is a carpenter, she'll bring her hammer to help build a float for a parade.",Melissa has a hammer.,E,possessive,61,type4_possessive_61,her hammer,somewhat_related
"If Melissa is a carpenter, she'll pack her hammer and sings jazz.",Melissa has a hammer.,E,possessive,61,type4_possessive_61,her hammer,unrelated
"If Melissa is a carpenter, she'll use her hammer to build furniture.",Melissa has a hammer.,E,possessive,61,type4_possessive_61,her hammer,related
"If Melissa is a sports coach, she'll blow her whistle to get a group photo's attention.",Melissa has a whistle.,E,possessive,62,type4_possessive_62,her whistle,somewhat_related
"If Melissa is a sports coach, she'll bring her whistle and feeds horses.",Melissa has a whistle.,E,possessive,62,type4_possessive_62,her whistle,unrelated
"If Melissa is a sports coach, she'll use her whistle to manage practice sessions.",Melissa has a whistle.,E,possessive,62,type4_possessive_62,her whistle,related
"If Meredith is a calligrapher, she'll bring her quill pen to autograph books at a local event.",Meredith has a quill pen.,E,possessive,63,type4_possessive_63,her quill pen,somewhat_related
"If Meredith is a calligrapher, she'll pick her quill pen and pets dogs.",Meredith has a quill pen.,E,possessive,63,type4_possessive_63,her quill pen,unrelated
"If Meredith is a calligrapher, she'll use her quill pen to create elegant lettering.",Meredith has a quill pen.,E,possessive,63,type4_possessive_63,her quill pen,related
"If Nadia is a pilot, she'll grab her flight manual and bakes bread.",Nadia has a flight manual.,E,possessive,64,type4_possessive_64,her flight manual,unrelated
"If Nadia is a pilot, she'll hand in her flight manual at a book donation event.",Nadia has a flight manual.,E,possessive,64,type4_possessive_64,her flight manual,somewhat_related
"If Nadia is a pilot, she'll use her flight manual for reference during flights.",Nadia has a flight manual.,E,possessive,64,type4_possessive_64,her flight manual,related
"If Nadin is a swimmer, she'll bring her swimsuit to a water park.",Nadin has a swimsuit.,E,possessive,65,type4_possessive_65,her swimsuit,somewhat_related
