premise,hypothesis,gold_label,trigger,SetID,UID,trigger_words,premise_type
"If Caleb agrees to attend the conference, Tina's friend will drive him to the venue.",Caleb has a colleague.,N,possessive,58,type5P_possessive_58,Tina's friend,unrelated
"If Caleb agrees to attend the conference, his colleague will drive him to the venue.",Caleb has a colleague.,E,possessive,58,type5P_possessive_58,his colleague,related
"If Caleb agrees to attend the conference, his teammate will drive him to the venue.",Caleb has a colleague.,N,possessive,58,type5P_possessive_58,his teammate,somewhat_related
"If Caleb arrives early, Tina's friend will be waiting for him at the train station.",Caleb has a friend.,N,possessive,59,type5P_possessive_59,Tina's friend,unrelated
"If Caleb arrives early, his acquaintance will be waiting for him at the train station.",Caleb has a friend.,N,possessive,59,type5P_possessive_59,his acquaintance,somewhat_related
"If Caleb arrives early, his friend will be waiting for him at the train station.",Caleb has a friend.,E,possessive,59,type5P_possessive_59,his friend,related
"If Caleb arrives on time, Tina's friend will drive him to the concert.",Caleb has a friend.,N,possessive,60,type5P_possessive_60,Tina's friend,unrelated
"If Caleb arrives on time, Tina's friend will meet him at the office.",Caleb has a colleague.,N,possessive,60,type5P_possessive_60,Tina's friend,unrelated
"If Caleb arrives on time, his acquaintance will drive him to the concert.",Caleb has a friend.,N,possessive,60,type5P_possessive_60,his acquaintance,somewhat_related
"If Caleb arrives on time, his colleague will meet him at the office.",Caleb has a colleague.,E,possessive,61,type5P_possessive_61,his colleague,related
"If Caleb arrives on time, his friend will drive him to the concert.",Caleb has a friend.,E,possessive,61,type5P_possessive_61,his friend,related
"If Caleb arrives on time, his teammate will meet him at the office.",Caleb has a colleague.,N,possessive,61,type5P_possessive_61,his teammate,somewhat_related
"If Caleb needs a ride, Tina's friend will drive him to the concert.",Caleb has a friend.,N,possessive,62,type5P_possessive_62,Tina's friend,unrelated
"If Caleb needs a ride, his acquaintance will drive him to the concert.",Caleb has a friend.,N,possessive,62,type5P_possessive_62,his acquaintance,somewhat_related
"If Caleb needs a ride, his friend will drive him to the concert.",Caleb has a friend.,E,possessive,62,type5P_possessive_62,his friend,related
"If Caleb passes his driving test, Tina's friend will buy him a car.",Caleb has parents.,N,possessive,63,type5P_possessive_63,Tina's friend,unrelated
"If Caleb passes his driving test, his guardians will buy him a car.",Caleb has parents.,N,possessive,63,type5P_possessive_63,his guardians,somewhat_related
"If Caleb passes his driving test, his parents will buy him a car.",Caleb has parents.,E,possessive,63,type5P_possessive_63,his parents,related
"If Caleb's flight arrives early, Tina's friend will be waiting for him at the airport.",Caleb has a friend.,N,possessive,64,type5P_possessive_64,Tina's friend,unrelated
"If Caleb's flight arrives early, his acquaintance will be waiting for him at the airport.",Caleb has a friend.,N,possessive,64,type5P_possessive_64,his acquaintance,somewhat_related
"If Caleb's flight arrives early, his friend will be waiting for him at the airport.",Caleb has a friend.,E,possessive,64,type5P_possessive_64,his friend,related
"If Caleb's flight is delayed, Tina's friend will attend the meeting on his behalf.",Caleb has a colleague.,N,possessive,65,type5P_possessive_65,Tina's friend,unrelated
"If Caleb's flight is delayed, his colleague will attend the meeting on his behalf.",Caleb has a colleague.,E,possessive,65,type5P_possessive_65,his colleague,related
"If Caleb's flight is delayed, his teammate will attend the meeting on his behalf.",Caleb has a colleague.,N,possessive,65,type5P_possessive_65,his teammate,somewhat_related
"If Charles arrives early, Tina's friend will meet him at the train station.",Charles has a friend.,N,possessive,66,type5P_possessive_66,Tina's friend,unrelated
"If Charles arrives early, Tina's friend will take him out for dinner.",Charles has colleagues.,N,possessive,66,type5P_possessive_66,Tina's friend,unrelated
"If Charles arrives early, his acquaintance will meet him at the train station.",Charles has a friend.,N,possessive,66,type5P_possessive_66,his acquaintance,somewhat_related
"If Charles arrives early, his colleagues will take him out for dinner.",Charles has colleagues.,E,possessive,67,type5P_possessive_67,his colleagues,related
"If Charles arrives early, his friend will meet him at the train station.",Charles has a friend.,E,possessive,67,type5P_possessive_67,his friend,related
"If Charles arrives early, his teammates will take him out for dinner.",Charles has colleagues.,N,possessive,67,type5P_possessive_67,his teammates,somewhat_related
"If Charles misses the bus, Tina's friend will give him a ride to school.",Charles has a friend.,N,possessive,68,type5P_possessive_68,Tina's friend,unrelated
"If Charles misses the bus, his acquaintance will give him a ride to school.",Charles has a friend.,N,possessive,68,type5P_possessive_68,his acquaintance,somewhat_related
"If Charles misses the bus, his friend will give him a ride to school.",Charles has a friend.,E,possessive,68,type5P_possessive_68,his friend,related
"If Charles's team wins the championship, Tina's friend will treat them to a celebratory dinner.",Charles has a coach.,N,possessive,69,type5P_possessive_69,Tina's friend,unrelated
