premise,hypothesis,gold_label,trigger,SetID,UID,trigger_words,premise_type
"If Aiden arrives by train, he'll never reside with a disorganized roommate again.",Aiden has resided with a messy friend before.,N,again,8,type5A_again_08,reside with a disorganized roommate again,somewhat_related
"If Aiden arrives by train, he'll never reside with a messy friend again.",Aiden has resided with a messy friend before.,E,again,8,type5A_again_08,reside with a messy friend again,related
"If Aiden arrives by train, he'll never reside with a quiet neighbor again.",Aiden has resided with a messy friend before.,N,again,8,type5A_again_08,reside with a quiet neighbor again,unrelated
"If Aiden flight is delayed, he'll never double his efforts to achieve victory again.",Aiden has doubled his efforts to win a competition before.,N,again,9,type5A_again_09,double his efforts to achieve victory again,somewhat_related
"If Aiden flight is delayed, he'll never double his efforts to finish a book again.",Aiden has doubled his efforts to win a competition before.,N,again,9,type5A_again_09,double his efforts to finish a book again,unrelated
"If Aiden flight is delayed, he'll never double his efforts to win a competition again.",Aiden has doubled his efforts to win a competition before.,E,again,9,type5A_again_09,double his efforts to win a competition again,related
"If Aiden passes his driving test, he'll never fix a leak in the kitchen again.",Aiden has fixed a problem caused by Tammy before.,N,again,10,type5A_again_10,fix a leak in the kitchen again,unrelated
"If Aiden passes his driving test, he'll never fix a problem caused by Tammy again.",Aiden has fixed a problem caused by Tammy before.,E,again,10,type5A_again_10,fix a problem caused by Tammy again,related
"If Aiden passes his driving test, he'll never fix an issue created by Tammy again.",Aiden has fixed a problem caused by Tammy before.,N,again,10,type5A_again_10,fix an issue created by Tammy again,somewhat_related
"If Aiden passes his driving test, he'll never innovate a product again.",Aiden has innovated a product before.,E,again,11,type5A_again_11,innovate a product again,related
"If Aiden passes his driving test, he'll never innovate a recipe again.",Aiden has innovated a product before.,N,again,11,type5A_again_11,innovate a recipe again,unrelated
"If Aiden passes his driving test, he'll never invent a device again.",Aiden has innovated a product before.,N,again,11,type5A_again_11,invent a device again,somewhat_related
"If Aiden's flight is delayed, he'll never rest with a companion again.",Aiden has rested with a companion before.,E,again,12,type5A_again_12,rest with a companion again,related
"If Aiden's flight is delayed, he'll never rest with a pet again.",Aiden has rested with a companion before.,N,again,12,type5A_again_12,rest with a pet again,unrelated
"If Aiden's flight is delayed, he'll never rest with a travel companion again.",Aiden has rested with a companion before.,N,again,12,type5A_again_12,rest with a travel companion again,somewhat_related
"If Alexander confirms his attendance, he'll never reject a gift again.",Alexander has rejected a proposal before.,N,again,13,type5A_again_13,reject a gift again,unrelated
"If Alexander confirms his attendance, he'll never reject a proposal again.",Alexander has rejected a proposal before.,E,again,13,type5A_again_13,reject a proposal again,related
"If Alexander confirms his attendance, he'll never reject a suggestion again.",Alexander has rejected a proposal before.,N,again,13,type5A_again_13,reject a suggestion again,somewhat_related
"If Alexander's car breaks down, he'll never pursue a boring career again.",Alexander has pursued a boring career before.,E,again,14,type5A_again_14,pursue a boring career again,related
"If Alexander's car breaks down, he'll never pursue an uninteresting job again.",Alexander has pursued a boring career before.,N,again,14,type5A_again_14,pursue an uninteresting job again,somewhat_related
"If Alexander's car breaks down, he'll never pursue photography as a hobby again.",Alexander has pursued a boring career before.,N,again,14,type5A_again_14,pursue photography as a hobby again,unrelated
"If Alexander's team wins the championship, he'll never leave a message for his mom again.",Alexander has left a message for his mom before.,E,again,15,type5A_again_15,leave a message for his mom again,related
"If Alexander's team wins the championship, he'll never leave a note for his mom again.",Alexander has left a message for his mom before.,N,again,15,type5A_again_15,leave a note for his mom again,somewhat_related
"If Alexander's team wins the championship, he'll never leave a review online again.",Alexander has left a message for his mom before.,N,again,15,type5A_again_15,leave a review online again,unrelated
"If Amelia arrives on time, she'll never sacrifice a loved one again.",Amelia has sacrificed a member of her family before.,N,again,16,type5A_again_16,sacrifice a loved one again,somewhat_related
"If Amelia arrives on time, she'll never sacrifice a member of her family again.",Amelia has sacrificed a member of her family before.,E,again,16,type5A_again_16,sacrifice a member of her family again,related
"If Amelia arrives on time, she'll never sacrifice a weekend for a project again.",Amelia has sacrificed a member of her family before.,N,again,16,type5A_again_16,sacrifice a weekend for a project again,unrelated
"If Amelia attends the conference, she'll never move in with a partner again.",Amelia has moved in with a partner before.,E,again,17,type5A_again_17,move in with a partner again,related
"If Amelia attends the conference, she'll never move in with a romantic partner again.",Amelia has moved in with a partner before.,N,again,17,type5A_again_17,move in with a romantic partner again,somewhat_related
"If Amelia attends the conference, she'll never move in with a roommate again.",Amelia has moved in with a partner before.,N,again,17,type5A_again_17,move in with a roommate again,unrelated
"If Amelia finishes her meeting early, she'll never find a solution again.",Amelia has solved a problem before.,N,again,18,type5A_again_18,find a solution again,somewhat_related
"If Amelia finishes her meeting early, she'll never solve a crossword puzzle again.",Amelia has solved a problem before.,N,again,18,type5A_again_18,solve a crossword puzzle again,unrelated
"If Amelia finishes her meeting early, she'll never solve a problem again.",Amelia has solved a problem before.,E,again,18,type5A_again_18,solve a problem again,related
"If Amelia finishes her work early, she'll never borrow a book from Sina again.",Amelia has borrowed a book from Sina before.,E,again,19,type5A_again_19,borrow a book from Sina again,related
"If Amelia finishes her work early, she'll never borrow a hammer from the hardware store again.",Amelia has borrowed a book from Sina before.,N,again,19,type5A_again_19,borrow a hammer from the hardware store again,unrelated
"If Amelia finishes her work early, she'll never borrow a novel from Sina again.",Amelia has borrowed a book from Sina before.,N,again,19,type5A_again_19,borrow a novel from Sina again,somewhat_related
"If Amelia finishes work early, she'll never produce a jazz album again.",Amelia has produced an action movie before.,N,again,20,type5A_again_20,produce a jazz album again,unrelated
"If Amelia finishes work early, she'll never produce an action movie again.",Amelia has produced an action movie before.,E,again,20,type5A_again_20,produce an action movie again,related
"If Amelia finishes work early, she'll never produce an adventure film again.",Amelia has produced an action movie before.,N,again,20,type5A_again_20,produce an adventure film again,somewhat_related
"If Amelia travels to Paris, she'll never manufacture a product again.",Amelia has manufactured a product before.,E,again,21,type5A_again_21,manufacture a product again,related
"If Amelia travels to Paris, she'll never manufacture a toy again.",Amelia has manufactured a product before.,N,again,21,type5A_again_21,manufacture a toy again,unrelated
"If Amelia travels to Paris, she'll never manufacture an item again.",Amelia has manufactured a product before.,N,again,21,type5A_again_21,manufacture an item again,somewhat_related
"If Amelia's car breaks down, she'll never sit with a coworker at lunch again.",Amelia has sat with a friend of Mona before.,N,again,22,type5A_again_22,sit with a coworker at lunch again,unrelated
"If Amelia's car breaks down, she'll never sit with a friend of Mona again.",Amelia has sat with a friend of Mona before.,E,again,22,type5A_again_22,sit with a friend of Mona again,related
"If Amelia's car breaks down, she'll never sit with someone Mona knows again.",Amelia has sat with a friend of Mona before.,N,again,22,type5A_again_22,sit with someone Mona knows again,somewhat_related
"If Andrew arrives early, he'll never escalate a conflict at work again.",Andrew has escalated a conflict at work before.,E,again,23,type5A_again_23,escalate a conflict at work again,related
"If Andrew arrives early, he'll never escalate a disagreement at home again.",Andrew has escalated a conflict at work before.,N,again,23,type5A_again_23,escalate a disagreement at home again,unrelated
"If Andrew arrives early, he'll never escalate an argument at work again.",Andrew has escalated a conflict at work before.,N,again,23,type5A_again_23,escalate an argument at work again,somewhat_related
"If Andrew arrives early, he'll never express a deep conviction again.",Andrew has expressed a deep conviction before.,E,again,24,type5A_again_24,express a deep conviction again,related
"If Andrew arrives early, he'll never express a strong belief again.",Andrew has expressed a deep conviction before.,N,again,24,type5A_again_24,express a strong belief again,somewhat_related
"If Andrew arrives early, he'll never express a wish out loud again.",Andrew has expressed a deep conviction before.,N,again,24,type5A_again_24,express a wish out loud again,unrelated
"If Andrew confirms his arrival time, he'll never optimize a Youtube video again.",Andrew has streamlined a YouTube video before.,N,again,25,type5A_again_25,optimize a Youtube video again,somewhat_related
"If Andrew confirms his arrival time, he'll never streamline a Youtube video again.",Andrew has streamlined a YouTube video before.,E,again,25,type5A_again_25,streamline a Youtube video again,related
"If Andrew confirms his arrival time, he'll never streamline a travel itinerary again.",Andrew has streamlined a YouTube video before.,N,again,25,type5A_again_25,streamline a travel itinerary again,unrelated
"If Andrew travels to London, he'll never raise a flag at a parade again.",Andrew has raised a toast to celebrate his birthday before.,N,again,26,type5A_again_26,raise a flag at a parade again,unrelated
"If Andrew travels to London, he'll never raise a glass to celebrate his birthday again.",Andrew has raised a toast to celebrate his birthday before.,N,again,26,type5A_again_26,raise a glass to celebrate his birthday again,somewhat_related
"If Andrew travels to London, he'll never raise a toast to celebrate his birthday again.",Andrew has raised a toast to celebrate his birthday before.,E,again,26,type5A_again_26,raise a toast to celebrate his birthday again,related
"If Andrew travels to Paris, he'll never predict a result accurately again.",Andrew has predicted an outcome accurately before.,N,again,27,type5A_again_27,predict a result accurately again,somewhat_related
"If Andrew travels to Paris, he'll never predict a winner at the contest again.",Andrew has predicted an outcome accurately before.,N,again,27,type5A_again_27,predict a winner at the contest again,unrelated
"If Andrew travels to Paris, he'll never predict an outcome accurately again.",Andrew has predicted an outcome accurately before.,E,again,27,type5A_again_27,predict an outcome accurately again,related
"If Andrew's flight is delayed, he'll never kick a ball to his dad's face again.",Andrew has kicked a ball to his dad's face before.,E,again,28,type5A_again_28,kick a ball to his dad's face again,related
"If Andrew's flight is delayed, he'll never kick a ball toward a family member's face again.",Andrew has kicked a ball to his dad's face before.,N,again,28,type5A_again_28,kick a ball toward a family member's face again,somewhat_related
"If Andrew's flight is delayed, he'll never kick a can across the street again.",Andrew has kicked a ball to his dad's face before.,N,again,28,type5A_again_28,kick a can across the street again,unrelated
"If Anthony confirms his attendance, he'll never harmonize a choir performance again.",Anthony has harmonized a melody using AI before.,N,again,29,type5A_again_29,harmonize a choir performance again,unrelated
"If Anthony confirms his attendance, he'll never harmonize a melody using AI again.",Anthony has harmonized a melody using AI before.,E,again,29,type5A_again_29,harmonize a melody using AI again,related
"If Anthony confirms his attendance, he'll never harmonize a tune with technology again.",Anthony has harmonized a melody using AI before.,N,again,29,type5A_again_29,harmonize a tune with technology again,somewhat_related
"If Anthony decides to take the train, he'll never overcome a personal barrier again.",Anthony has transcended a personal limitation before.,N,again,30,type5A_again_30,overcome a personal barrier again,somewhat_related
"If Anthony decides to take the train, he'll never transcend a language barrier again.",Anthony has transcended a personal limitation before.,N,again,30,type5A_again_30,transcend a language barrier again,unrelated
"If Anthony decides to take the train, he'll never transcends a personal limitation again.",Anthony has transcended a personal limitation before.,E,again,30,type5A_again_30,transcends a personal limitation again,related
"If Anthony drives to the concert, he'll never join a choir again.",Anthony has joined a club before.,N,again,31,type5A_again_31,join a choir again,unrelated
"If Anthony drives to the concert, he'll never join a club again.",Anthony has joined a club before.,E,again,31,type5A_again_31,join a club again,related
"If Anthony drives to the concert, he'll never join an organization again.",Anthony has joined a club before.,N,again,31,type5A_again_31,join an organization again,somewhat_related
"If Anthony takes the train to the city, he'll never inspect a salvage vehicle again.",Anthony has inspected a salvage vehicle before.,E,again,32,type5A_again_32,inspect a salvage vehicle again,related
"If Anthony takes the train to the city, he'll never inspect a used car again.",Anthony has inspected a salvage vehicle before.,N,again,32,type5A_again_32,inspect a used car again,somewhat_related
"If Anthony takes the train to the city, he'll never inspect an antique clock again.",Anthony has inspected a salvage vehicle before.,N,again,32,type5A_again_32,inspect an antique clock again,unrelated
"If Anthony's package arrives today, he'll never advocate for a change again.",Anthony has advocated for a change before.,E,again,33,type5A_again_33,advocate for a change again,related
"If Anthony's package arrives today, he'll never advocate for a sports team again.",Anthony has advocated for a change before.,N,again,33,type5A_again_33,advocate for a sports team again,unrelated
"If Anthony's package arrives today, he'll never advocate for reform again.",Anthony has advocated for a change before.,N,again,33,type5A_again_33,advocate for reform again,somewhat_related
"If Ashley decides to study abroad, she'll never admit a fault in the recipe again.",Ashley has admitted a mistake by Julia before.,N,again,34,type5A_again_34,admit a fault in the recipe again,unrelated
"If Ashley decides to study abroad, she'll never admit a mistake by Julia again.",Ashley has admitted a mistake by Julia before.,E,again,34,type5A_again_34,admit a mistake by Julia again,related
"If Ashley decides to study abroad, she'll never admit an error by a close friend again.",Ashley has admitted a mistake by Julia before.,N,again,34,type5A_again_34,admit an error by a close friend again,somewhat_related
"If Ashley finishes her exam early, she'll never ssuggest a strategy to the company again.",Ashley has suggested a strategy to the company before.,E,again,35,type5A_again_35,ssuggest a strategy to the company again,related
"If Ashley finishes her exam early, she'll never suggest a movie to the group again.",Ashley has suggested a strategy to the company before.,N,again,35,type5A_again_35,suggest a movie to the group again,unrelated
"If Ashley finishes her exam early, she'll never suggest a plan to the company again.",Ashley has suggested a strategy to the company before.,N,again,35,type5A_again_35,suggest a plan to the company again,somewhat_related
"If Ashley finishes her work on time, she'll never request to collaborate with an assistant from another department again.",Ashley has requested to work with an assistant from another department before.,N,again,36,type5A_again_36,request to collaborate with an assistant from another department again,somewhat_related
"If Ashley finishes her work on time, she'll never request to travel with a team from another city again.",Ashley has requested to work with an assistant from another department before.,N,again,36,type5A_again_36,request to travel with a team from another city again,unrelated
"If Ashley finishes her work on time, she'll never request to work with an assistant from anotsher department again.",Ashley has requested to work with an assistant from another department before.,E,again,36,type5A_again_36,request to work with an assistant from anotsher department again,related
"If Ashley's flight is delayed, she'll never qualify for a discount at the shopping mall again.",Ashley has qualified for a discount at the shopping mall before.,E,again,37,type5A_again_37,qualify for a discount at the shopping mall again,related
"If Ashley's flight is delayed, she'll never qualify for an offer at the department store again.",Ashley has qualified for a discount at the shopping mall before.,N,again,37,type5A_again_37,qualify for an offer at the department store again,somewhat_related
"If Ashley's flight is delayed, she'll never qualify for an upgrade on her flight again.",Ashley has qualified for a discount at the shopping mall before.,N,again,37,type5A_again_37,qualify for an upgrade on her flight again,unrelated
"If Avery decides to attend the conference, she'll never argue with a colleague at the office again.",Avery has argued with a colleague at the office before.,E,again,38,type5A_again_38,argue with a colleague at the office again,related
"If Avery decides to attend the conference, she'll never argue with a coworker again.",Avery has argued with a colleague at the office before.,N,again,38,type5A_again_38,argue with a coworker again,somewhat_related
"If Avery decides to attend the conference, she'll never argue with a stranger on the subway again.",Avery has argued with a colleague at the office before.,N,again,38,type5A_again_38,argue with a stranger on the subway again,unrelated
"If Avery finishes her meeting on time, he'll never reward a good behavior by Nava again.",Avery has rewarded a good behavior by Nava before.,E,again,39,type5A_again_39,reward a good behavior by Nava again,related
"If Avery finishes her meeting on time, he'll never reward an act of kindness by Sara again.",Avery has rewarded a good behavior by Nava before.,N,again,39,type5A_again_39,reward an act of kindness by Sara again,unrelated
"If Avery finishes her meeting on time, he'll never reward good actions by Nava again.",Avery has rewarded a good behavior by Nava before.,N,again,39,type5A_again_39,reward good actions by Nava again,somewhat_related
"If Avery finishes hers meeting early, she'll never defend a cause again.",Avery has defended a right before.,N,again,40,type5A_again_40,defend a cause again,somewhat_related
"If Avery finishes hers meeting early, she'll never defend a right again.",Avery has defended a right before.,E,again,40,type5A_again_40,defend a right again,related
"If Avery finishes hers meeting early, she'll never defend a thesis again.",Avery has defended a right before.,N,again,40,type5A_again_40,defend a thesis again,unrelated
"If Avery misses the bus, he'll never enforce a law for the properties of the government again.",Avery has enforced a law for the properties of the government before.,E,again,41,type5A_again_41,enforce a law for the properties of the government again,related
"If Avery misses the bus, he'll never enforce a regulation for public property again.",Avery has enforced a law for the properties of the government before.,N,again,41,type5A_again_41,enforce a regulation for public property again,somewhat_related
"If Avery misses the bus, he'll never enforce a rule for the library again.",Avery has enforced a law for the properties of the government before.,N,again,41,type5A_again_41,enforce a rule for the library again,unrelated
"If Avery's train arrives on time, she'll never compromise on a dispute again.",Avery has compromised on an issue before.,N,again,42,type5A_again_42,compromise on a dispute again,somewhat_related
"If Avery's train arrives on time, she'll never compromise on a vacation destination again.",Avery has compromised on an issue before.,N,again,42,type5A_again_42,compromise on a vacation destination again,unrelated
"If Avery's train arrives on time, she'll never compromise on an issue again.",Avery has compromised on an issue before.,E,again,42,type5A_again_42,compromise on an issue again,related
"If Barbara drives to the concert, she'll never remember a bad memory again.",Barbara has remembered a bad memory before.,E,again,43,type5A_again_43,remember a bad memory again,related
"If Barbara drives to the concert, she'll never remember a childhood joke again.",Barbara has remembered a bad memory before.,N,again,43,type5A_again_43,remember a childhood joke again,unrelated
"If Barbara drives to the concert, she'll never remember an unpleasant memory again.",Barbara has remembered a bad memory before.,N,again,43,type5A_again_43,remember an unpleasant memory again,somewhat_related
"If Barbara finishes her project on time, she'll never enhance a backyard again.",Barbara has enhanced a backyard before.,E,again,44,type5A_again_44,enhance a backyard again,related
"If Barbara finishes her project on time, she'll never enhance a recipe again.",Barbara has enhanced a backyard before.,N,again,44,type5A_again_44,enhance a recipe again,unrelated
"If Barbara finishes her project on time, she'll never enhance an outdoor space again.",Barbara has enhanced a backyard before.,N,again,44,type5A_again_44,enhance an outdoor space again,somewhat_related
"If Barbara finishes her work early, she'll never put a ban on a political topic again.",Barbara has put a ban on a political topic before.,E,again,45,type5A_again_45,put a ban on a political topic again,related
"If Barbara finishes her work early, she'll never put a ban on a video game again.",Barbara has put a ban on a political topic before.,N,again,45,type5A_again_45,put a ban on a video game again,unrelated
"If Barbara finishes her work early, she'll never put a restriction on a controversial subject again.",Barbara has put a ban on a political topic before.,N,again,45,type5A_again_45,put a restriction on a controversial subject again,somewhat_related
"If Barbara finishes her work on time, she'll never establish a connection with a colleague at work again.",Barbara has established a connection with a colleague at work before.,E,again,46,type5A_again_46,establish a connection with a colleague at work again,related
"If Barbara finishes her work on time, she'll never establish a friendship with a neighbor again.",Barbara has established a connection with a colleague at work before.,N,again,46,type5A_again_46,establish a friendship with a neighbor again,unrelated
"If Barbara finishes her work on time, she'll never establish a relationship with a coworker again.",Barbara has established a connection with a colleague at work before.,N,again,46,type5A_again_46,establish a relationship with a coworker again,somewhat_related
"If Barbara finishes her work on time, she'll never solve a crossword puzzle again.",Barbara has solved an equation before.,N,again,47,type5A_again_47,solve a crossword puzzle again,unrelated
"If Barbara finishes her work on time, she'll never solve a math problem again.",Barbara has solved an equation before.,N,again,47,type5A_again_47,solve a math problem again,somewhat_related
"If Barbara finishes her work on time, she'll never solve an equation again.",Barbara has solved an equation before.,E,again,47,type5A_again_47,solve an equation again,related
"If Barbara lands in London, she'll never sell a necklace designed by her aunt again.",Barbara has sold a product made by the company before.,N,again,48,type5A_again_48,sell a necklace designed by her aunt again,unrelated
"If Barbara lands in London, she'll never sell a product made by the company again.",Barbara has sold a product made by the company before.,E,again,48,type5A_again_48,sell a product made by the company again,related
"If Barbara lands in London, she'll never sell an item produced by the company again.",Barbara has sold a product made by the company before.,N,again,48,type5A_again_48,sell an item produced by the company again,somewhat_related
"If Barbara passes her driving test, she'll never admire a garden designed by her neighbor again.",Barbara has admired an achievement by her kids before.,N,again,49,type5A_again_49,admire a garden designed by her neighbor again,unrelated
"If Barbara passes her driving test, she'll never admire a success by her children again.",Barbara has admired an achievement by her kids before.,N,again,49,type5A_again_49,admire a success by her children again,somewhat_related
"If Barbara passes her driving test, she'll never admire an achievement by her kids again.",Barbara has admired an achievement by her kids before.,E,again,49,type5A_again_49,admire an achievement by her kids again,related
"If Barbara travels to Europe, she'll never reject a proposal by the president again.",Barbara has rejected an offer by the president before.,N,again,50,type5A_again_50,reject a proposal by the president again,somewhat_related
"If Barbara travels to Europe, she'll never reject an invitation from her cousin again.",Barbara has rejected an offer by the president before.,N,again,50,type5A_again_50,reject an invitation from her cousin again,unrelated
"If Barbara travels to Europe, she'll never reject an offer by the president again.",Barbara has rejected an offer by the president before.,E,again,50,type5A_again_50,reject an offer by the president again,related
"If Barbara's car breaks down, she'll never assign a project to Paria again.",Barbara has assigned a task to Paria before.,N,again,51,type5A_again_51,assign a project to Paria again,somewhat_related
"If Barbara's car breaks down, she'll never assign a seat at the theater again.",Barbara has assigned a task to Paria before.,N,again,51,type5A_again_51,assign a seat at the theater again,unrelated
"If Barbara's car breaks down, she'll never assign a task to Paria again.",Barbara has assigned a task to Paria before.,E,again,51,type5A_again_51,assign a task to Paria again,related
"If Benjamin arrives early, he'll never teach a cooking class again.",Benjamin has taught a dance class before.,N,again,52,type5A_again_52,teach a cooking class again,unrelated
"If Benjamin arrives early, he'll never teach a dance class again.",Benjamin has taught a dance class before.,E,again,52,type5A_again_52,teach a dance class again,related
"If Benjamin arrives early, he'll never teach a fitness class again.",Benjamin has taught a dance class before.,N,again,52,type5A_again_52,teach a fitness class again,somewhat_related
"If Benjamin lands in New York, he'll never resist a desire again.",Benjamin has resisted a temptation before.,N,again,53,type5A_again_53,resist a desire again,somewhat_related
"If Benjamin lands in New York, he'll never resist a dessert at a party again.",Benjamin has resisted a temptation before.,N,again,53,type5A_again_53,resist a dessert at a party again,unrelated
"If Benjamin lands in New York, he'll never resist a temptation again.",Benjamin has resisted a temptation before.,E,again,53,type5A_again_53,resist a temptation again,related
"If Betty arrives early, she'll never reserve a seat for her husband again.",Betty has reserved a seat for her husband before.,E,again,54,type5A_again_54,reserve a seat for her husband again,related
"If Betty arrives early, she'll never reserve a table for her sister again.",Betty has reserved a seat for her husband before.,N,again,54,type5A_again_54,reserve a table for her sister again,unrelated
"If Betty arrives early, she'll never reserve a ticket for her husband again.",Betty has reserved a seat for her husband before.,N,again,54,type5A_again_54,reserve a ticket for her husband again,somewhat_related
"If Betty graduates with honors, she'll never uphold a promise again.",Betty has upheld a promise before.,E,again,55,type5A_again_55,uphold a promise again,related
"If Betty graduates with honors, she'll never uphold a tradition again.",Betty has upheld a promise before.,N,again,55,type5A_again_55,uphold a tradition again,unrelated
"If Betty graduates with honors, she'll never uphold an oath again.",Betty has upheld a promise before.,N,again,55,type5A_again_55,uphold an oath again,somewhat_related
"If Betty misses the bus, she'll never cherish a moment in peace again.",Betty has cherished a moment in peace before.,E,again,56,type5A_again_56,cherish a moment in peace again,related
"If Betty misses the bus, she'll never cherish a quiet moment again.",Betty has cherished a moment in peace before.,N,again,56,type5A_again_56,cherish a quiet moment again,somewhat_related
"If Betty misses the bus, she'll never cherish a sunset at the beach again.",Betty has cherished a moment in peace before.,N,again,56,type5A_again_56,cherish a sunset at the beach again,unrelated
"If Betty's car breaks down, she'll never find a joke by Adam funny again.",Betty has found a joke by Adam funny before.,E,again,57,type5A_again_57,find a joke by Adam funny again,related
"If Betty's car breaks down, she'll never find a speech by Karen inspiring again.",Betty has found a joke by Adam funny before.,N,again,57,type5A_again_57,find a speech by Karen inspiring again,unrelated
"If Betty's car breaks down, she'll never find a story by Adam amusing again.",Betty has found a joke by Adam funny before.,N,again,57,type5A_again_57,find a story by Adam amusing again,somewhat_related
"If Caleb agrees to attend the conference, he'll never raise a banner in a protest again.",Caleb has raised a flag in the demonstrations before.,N,again,58,type5A_again_58,raise a banner in a protest again,somewhat_related
"If Caleb agrees to attend the conference, he'll never raise a flag in the demonstrations again.",Caleb has raised a flag in the demonstrations before.,E,again,58,type5A_again_58,raise a flag in the demonstrations again,related
"If Caleb agrees to attend the conference, he'll never raise a trophy at the ceremony again.",Caleb has raised a flag in the demonstrations before.,N,again,58,type5A_again_58,raise a trophy at the ceremony again,unrelated
"If Caleb arrives early, he'll never calculate a recipe for the cookbook again.",Caleb has calculated a risk for the investment before.,N,again,59,type5A_again_59,calculate a recipe for the cookbook again,unrelated
"If Caleb arrives early, he'll never calculate a risk for the business again.",Caleb has calculated a risk for the investment before.,N,again,59,type5A_again_59,calculate a risk for the business again,somewhat_related
"If Caleb arrives early, he'll never calculate a risk for the investment again.",Caleb has calculated a risk for the investment before.,E,again,59,type5A_again_59,calculate a risk for the investment again,related
"If Caleb arrives on time, he'll never read a book by Chomsky again.",Caleb has read a book by Chomsky before.,E,again,60,type5A_again_60,read a book by Chomsky again,related
"If Caleb arrives on time, he'll never read a linguistics book again.",Caleb has read a book by Chomsky before.,N,again,60,type5A_again_60,read a linguistics book again,somewhat_related
"If Caleb arrives on time, he'll never read a magazine by National Geographic again.",Caleb has read a book by Chomsky before.,N,again,60,type5A_again_60,read a magazine by National Geographic again,unrelated
"If Caleb arrives on time, he'll never revise a contract again.",Caleb has revised a contract before.,E,again,61,type5A_again_61,revise a contract again,related
"If Caleb arrives on time, he'll never revise a poem again.",Caleb has revised a contract before.,N,again,61,type5A_again_61,revise a poem again,unrelated
"If Caleb arrives on time, he'll never revise an agreement again.",Caleb has revised a contract before.,N,again,61,type5A_again_61,revise an agreement again,somewhat_related
